Recebimentos;;;;;;;;;
Tipo;FormaPagamento;Pagamento;Crédito;Valor;ValorLiquido;Pedido;Colaborador;Id Caixa;Unidade
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 19:53:41;06/06/2022;R$ 16,00;R$ 15,73;151465;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 19:52:29;06/06/2022;R$ 32,50;R$ 31,77;151464;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 19:41:25;06/06/2022;R$ 16,00;R$ 15,73;151463;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 19:39:53;06/06/2022;R$ 23,00;R$ 22,61;151462;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 19:37:03;06/06/2022;R$ 60,00;R$ 58,99;151461;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 19:32:51;06/06/2022;R$ 22,00;R$ 21,51;151394;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 19:28:45;03/06/2022;R$ 34,00;R$ 33,19;151437;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 19:27:58;03/06/2022;R$ 14,00;R$ 14,00;151458;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 19:26:13;06/06/2022;R$ 12,00;R$ 11,79;151459;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 19:15:27;06/06/2022;R$ 19,00;R$ 18,68;151457;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 19:12:50;03/06/2022;R$ 10,00;R$ 10,00;151456;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 19:12:27;06/06/2022;R$ 36,00;R$ 35,39;151455;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 19:03:59;03/06/2022;R$ 8,50;R$ 8,29;151454;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:56:57;03/06/2022;R$ 28,00;R$ 28,00;151453;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 18:54:50;06/06/2022;R$ 30,00;R$ 29,33;151452;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:52:22;03/06/2022;R$ 17,00;R$ 17,00;151451;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:37:06;03/06/2022;R$ 42,00;R$ 42,00;151449;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 18:34:26;06/06/2022;R$ 18,00;R$ 17,69;151448;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:30:53;03/06/2022;R$ 26,50;R$ 26,50;151432;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 18:28:29;03/06/2022;R$ 25,00;R$ 24,41;151446;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:25:52;03/06/2022;R$ 23,00;R$ 23,00;151445;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 18:18:35;06/06/2022;R$ 24,00;R$ 23,46;151444;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 18:12:36;03/06/2022;R$ 12,00;R$ 12,00;151442;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 18:06:34;06/06/2022;R$ 7,00;R$ 6,88;151439;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 18:00:12;06/06/2022;R$ 15,00;R$ 14,74;151436;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 17:59:00;06/06/2022;R$ 38,00;R$ 37,15;151435;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:57:01;06/06/2022;R$ 48,00;R$ 47,19;151434;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:54:28;03/06/2022;R$ 16,50;R$ 16,50;151425;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:54:11;06/06/2022;R$ 24,50;R$ 24,08;151425;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 17:52:18;06/06/2022;R$ 9,00;R$ 8,80;151433;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 17:50:04;06/06/2022;R$ 47,50;R$ 46,70;151431;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:46:09;03/06/2022;R$ 7,00;R$ 7,00;151430;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:40:58;06/06/2022;R$ 37,50;R$ 36,87;151429;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:39:29;06/06/2022;R$ 14,00;R$ 13,76;151428;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:26:33;03/06/2022;R$ 13,00;R$ 13,00;151427;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 17:25:18;06/06/2022;R$ 9,50;R$ 9,34;151426;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:21:34;06/06/2022;R$ 22,00;R$ 21,63;151424;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:16:51;06/06/2022;R$ 32,00;R$ 31,46;151399;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:15:54;06/06/2022;R$ 25,50;R$ 25,07;151407;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 17:15:28;06/06/2022;R$ 17,00;R$ 16,71;151408;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;03/06/2022 17:14:10;06/06/2022;R$ 22,00;R$ 21,51;151423;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 17:13:16;06/06/2022;R$ 8,50;R$ 8,35;151421;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:06:31;03/06/2022;R$ 7,00;R$ 7,00;151420;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 17:03:11;06/06/2022;R$ 4,00;R$ 3,93;151393;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:02:31;03/06/2022;R$ 25,00;R$ 25,00;151391;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 17:02:13;03/06/2022;R$ 18,00;R$ 18,00;151392;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 17:01:25;06/06/2022;R$ 9,00;R$ 8,80;151419;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 16:55:56;06/06/2022;R$ 27,50;R$ 27,03;151418;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 16:54:23;03/06/2022;R$ 12,00;R$ 12,00;151417;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 16:52:55;06/06/2022;R$ 33,00;R$ 32,26;151416;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 16:48:53;06/06/2022;R$ 19,50;R$ 19,17;151415;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 16:47:38;03/06/2022;R$ 26,00;R$ 26,00;151414;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 16:45:10;06/06/2022;R$ 24,00;R$ 23,59;151413;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 16:43:38;03/06/2022;R$ 66,00;R$ 64,44;151412;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 16:40:56;06/06/2022;R$ 28,00;R$ 27,52;151411;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 16:38:03;03/06/2022;R$ 13,00;R$ 12,69;151410;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Pagamento Instantâneo (PIX) Outros;03/06/2022 16:37:47;03/06/2022;R$ 54,00;R$ 54,00;151409;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 16:23:15;06/06/2022;R$ 25,50;R$ 24,93;151406;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 16:20:21;03/06/2022;R$ 13,50;R$ 13,50;151405;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 16:16:15;03/06/2022;R$ 19,00;R$ 18,55;151404;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 16:04:40;06/06/2022;R$ 27,00;R$ 26,54;151402;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:54:01;03/06/2022;R$ 13,50;R$ 13,50;151400;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:36:46;03/06/2022;R$ 8,00;R$ 8,00;151398;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 15:35:42;06/06/2022;R$ 23,00;R$ 22,61;151397;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:29:11;03/06/2022;R$ 10,00;R$ 10,00;151396;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:23:35;03/06/2022;R$ 10,00;R$ 10,00;151395;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:16:45;03/06/2022;R$ 21,00;R$ 21,00;151381;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:11:14;03/06/2022;R$ 4,00;R$ 4,00;151390;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:08:14;03/06/2022;R$ 4,00;R$ 4,00;151389;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 15:04:27;03/06/2022;R$ 4,00;R$ 4,00;151388;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 14:54:22;06/06/2022;R$ 24,00;R$ 23,46;151387;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Elo;03/06/2022 14:52:54;03/06/2022;R$ 8,00;R$ 7,75;151386;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 14:51:38;03/06/2022;R$ 8,50;R$ 8,50;151385;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 14:40:53;03/06/2022;R$ 10,00;R$ 10,00;151384;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;03/06/2022 14:24:14;06/06/2022;R$ 19,50;R$ 19,06;151380;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 14:13:35;03/06/2022;R$ 17,00;R$ 17,00;151377;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 14:12:29;06/06/2022;R$ 25,00;R$ 24,58;151383;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 14:09:38;03/06/2022;R$ 10,00;R$ 9,76;151382;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 14:03:05;03/06/2022;R$ 12,00;R$ 12,00;151379;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 14:00:47;06/06/2022;R$ 21,00;R$ 20,53;151378;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 13:55:52;06/06/2022;R$ 34,00;R$ 33,42;151376;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 13:43:27;06/06/2022;R$ 14,00;R$ 13,68;151373;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 13:32:14;06/06/2022;R$ 19,00;R$ 18,68;151374;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 13:29:47;03/06/2022;R$ 14,00;R$ 14,00;151368;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 13:25:35;03/06/2022;R$ 28,00;R$ 27,33;151372;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 13:21:26;03/06/2022;R$ 6,00;R$ 6,00;151371;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 13:12:54;06/06/2022;R$ 20,00;R$ 19,66;151370;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 13:05:11;06/06/2022;R$ 8,50;R$ 8,35;151369;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 12:43:17;06/06/2022;R$ 26,00;R$ 25,56;151367;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 12:35:16;03/06/2022;R$ 36,00;R$ 35,15;151366;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 12:31:42;03/06/2022;R$ 72,00;R$ 70,30;151365;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 12:30:41;06/06/2022;R$ 6,00;R$ 5,89;151364;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 12:30:23;06/06/2022;R$ 28,00;R$ 27,52;151363;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 11:58:50;06/06/2022;R$ 20,00;R$ 19,66;151362;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:57:16;03/06/2022;R$ 18,00;R$ 18,00;151361;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:53:18;03/06/2022;R$ 24,00;R$ 24,00;151360;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Visa;03/06/2022 11:41:25;06/06/2022;R$ 71,00;R$ 69,42;151358;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:38:56;03/06/2022;R$ 4,00;R$ 4,00;151359;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:33:09;03/06/2022;R$ 4,00;R$ 4,00;151357;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:28:02;03/06/2022;R$ 22,00;R$ 22,00;151351;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 11:27:05;06/06/2022;R$ 16,00;R$ 15,73;151356;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 11:22:31;20/06/2022;R$ 38,99;R$ 34,31;151355;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 11:21:36;20/06/2022;R$ 46,99;R$ 41,35;151354;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 11:19:26;20/06/2022;R$ 53,99;R$ 47,51;151353;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:10:38;03/06/2022;R$ 53,00;R$ 53,00;151344;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 11:09:52;03/06/2022;R$ 17,00;R$ 17,00;151352;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 11:06:39;03/06/2022;R$ 8,50;R$ 8,29;151350;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 11:03:40;20/06/2022;R$ 114,99;R$ 101,19;151349;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 10:57:44;06/06/2022;R$ 13,50;R$ 13,20;151348;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 10:41:58;06/06/2022;R$ 15,00;R$ 14,74;151347;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 10:39:08;06/06/2022;R$ 8,00;R$ 7,86;151346;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 10:35:21;06/06/2022;R$ 7,00;R$ 6,88;151345;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 10:25:43;03/06/2022;R$ 7,00;R$ 7,00;151343;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 10:25:00;03/06/2022;R$ 4,00;R$ 4,00;151342;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 10:24:03;06/06/2022;R$ 17,00;R$ 16,71;151341;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 10:19:19;06/06/2022;R$ 17,00;R$ 16,71;151340;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/06/2022 10:14:33;06/06/2022;R$ 15,00;R$ 14,74;151339;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:51:36;20/06/2022;R$ 35,99;R$ 31,67;151338;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:49:47;20/06/2022;R$ 23,99;R$ 21,11;151337;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 09:47:55;03/06/2022;R$ 8,00;R$ 8,00;151336;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:47:06;20/06/2022;R$ 24,99;R$ 21,99;151335;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:46:10;20/06/2022;R$ 30,98;R$ 27,26;151334;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:45:00;20/06/2022;R$ 33,99;R$ 29,91;151333;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:44:19;20/06/2022;R$ 38,99;R$ 34,31;151332;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:43:39;20/06/2022;R$ 29,99;R$ 26,39;151331;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:41:48;20/06/2022;R$ 60,99;R$ 53,67;151329;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/06/2022 09:39:53;20/06/2022;R$ 30,49;R$ 26,83;151328;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 09:05:53;03/06/2022;R$ 6,00;R$ 6,00;151327;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Crédito Mastercard;03/06/2022 08:59:45;06/06/2022;R$ 32,00;R$ 31,28;151326;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 08:40:23;03/06/2022;R$ 8,50;R$ 8,50;151325;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/06/2022 08:37:44;03/06/2022;R$ 10,00;R$ 9,76;151324;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 08:35:50;03/06/2022;R$ 4,00;R$ 4,00;151323;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 08:24:58;03/06/2022;R$ 15,00;R$ 15,00;151312;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 08:23:55;03/06/2022;R$ 8,00;R$ 8,00;151322;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 08:18:27;06/06/2022;R$ 6,00;R$ 5,89;151321;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 08:10:48;03/06/2022;R$ 38,00;R$ 38,00;151320;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 07:52:17;03/06/2022;R$ 7,00;R$ 7,00;151319;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 07:49:36;03/06/2022;R$ 13,00;R$ 13,00;151318;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 07:48:42;06/06/2022;R$ 15,50;R$ 15,23;151317;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 07:46:43;03/06/2022;R$ 16,00;R$ 16,00;151316;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/06/2022 07:31:12;06/06/2022;R$ 14,50;R$ 14,25;151315;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/06/2022 07:23:02;03/06/2022;R$ 4,00;R$ 4,00;151314;1-Gleica;1818;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:29:00;18/05/2022;R$ 25,99;R$ 22,87;145619;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:28:01;18/05/2022;R$ 27,99;R$ 24,63;145618;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:25:57;18/05/2022;R$ 32,99;R$ 29,03;145617;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:24:51;18/05/2022;R$ 22,00;R$ 19,36;145616;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:21:33;18/05/2022;R$ 33,49;R$ 29,47;145489;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 20:20:12;18/05/2022;R$ 54,99;R$ 48,39;145613;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/05/2022 20:08:15;03/05/2022;R$ 10,00;R$ 10,00;145551;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/05/2022 20:08:07;03/05/2022;R$ 4,00;R$ 4,00;145551;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Visa;03/05/2022 20:07:44;04/05/2022;R$ 9,00;R$ 8,84;145551;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Dinheiro;03/05/2022 20:06:22;03/05/2022;R$ 4,00;R$ 4,00;145615;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Elo;03/05/2022 19:58:24;03/05/2022;R$ 53,00;R$ 51,74;145614;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 19:52:22;18/05/2022;R$ 29,99;R$ 26,39;145612;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 19:51:33;18/05/2022;R$ 59,99;R$ 52,79;145611;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;Cartão de Débito Mastercard;03/05/2022 19:49:31;04/05/2022;R$ 25,98;R$ 25,54;145610;1-Gleica;1787;Inverno D´Italia Bragança Paulista
Recebimento - Vendas;iFood Online Outros;03/05/2022 19:49:23;18/05/2022;R$ 6,00;R$ 5,28;145610;1-Gleica;1787;Inverno D´Italia Bragança Paulista
